Order_Item_ID,Order_ID,Line_Number,Product_ID,Quantity,Unit_Cost,Unit_Price,Total_Cost,Total_Revenue,Gross_Margin
9567,103170,2,218,4,60.05,107.3,240.2,429.2,189.0
9568,103170,3,128,3,599.33,850.85,1797.99,2552.55,754.56
9569,103170,4,28,4,561.76,704.5,2247.04,2818.0,570.96
9570,103171,1,188,1,283.73,421.83,283.73,421.83,138.1
9571,103172,1,145,9,474.92,637.03,4274.28,5733.27,1458.99
9572,103172,2,115,5,161.31,277.27,806.55,1386.35,579.8
9573,103173,1,111,10,678.93,906.52,6789.3,9065.2,2275.9
9574,103173,2,46,7,293.22,384.5,2052.54,2691.5,638.96
9575,103173,3,190,6,397.17,493.72,2383.02,2962.32,579.3
9576,103173,4,191,9,724.94,1184.97,6524.46,10664.73,4140.27
9577,103174,1,107,7,816.79,1061.72,5717.53,7432.04,1714.51
9578,103174,2,33,9,216.44,354.38,1947.96,3189.42,1241.46
9579,103174,3,92,2,363.17,477.61,726.34,955.22,228.88
9580,103174,4,238,1,838.67,1397.99,838.67,1397.99,559.32
9581,103174,5,11,10,114.87,147.75,1148.7,1477.5,328.8
9582,103175,1,241,4,158.01,224.53,632.04,898.12,266.08
9583,103175,2,65,1,379.32,499.54,379.32,499.54,120.22
9584,103176,1,218,10,60.05,107.3,600.5,1073.0,472.5
9585,103177,1,233,10,684.9,1165.23,6849.0,11652.3,4803.3
9586,103177,2,58,5,195.93,338.6,979.65,1693.0,713.35
9587,103177,3,161,8,368.34,444.41,2946.72,3555.28,608.56
9588,103177,4,208,3,261.06,438.75,783.18,1316.25,533.07
9589,103178,1,148,10,303.03,384.23,3030.3,3842.3,812.0
9590,103178,2,32,1,383.44,559.27,383.44,559.27,175.83
9591,103178,3,40,5,700.72,1229.45,3503.6,6147.25,2643.65
9592,103178,4,100,8,648.91,779.34,5191.28,6234.72,1043.44
9593,103178,5,235,1,789.23,1220.95,789.23,1220.95,431.72
9594,103179,1,246,7,306.72,504.9,2147.04,3534.3,1387.26
9595,103179,2,193,2,852.99,1365.09,1705.98,2730.18,1024.2
9596,103179,3,18,6,651.7,910.59,3910.2,5463.54,1553.34
9597,103180,1,205,8,779.21,1265.27,6233.68,10122.16,3888.48
9598,103180,2,242,4,815.32,1321.98,3261.28,5287.92,2026.64
9599,103180,3,225,10,672.09,1203.92,6720.9,12039.2,5318.3
9600,103180,4,121,2,234.09,286.57,468.18,573.14,104.96
9601,103181,1,54,3,844.71,1037.78,2534.13,3113.34,579.21
9602,103181,2,155,8,793.46,1404.58,6347.68,11236.64,4888.96
9603,103182,1,176,1,608.59,1064.69,608.59,1064.69,456.1
9604,103182,2,216,2,601.57,916.63,1203.14,1833.26,630.12
9605,103182,3,100,2,648.91,779.34,1297.82,1558.68,260.86
9606,103182,4,80,7,855.27,1494.11,5986.89,10458.77,4471.88
9607,103183,1,50,5,157.55,281.81,787.75,1409.05,621.3
9608,103183,2,205,9,779.21,1265.27,7012.89,11387.43,4374.54
9609,103183,3,213,9,205.66,258.52,1850.94,2326.68,475.74
9610,103184,1,111,3,678.93,906.52,2036.79,2719.56,682.77
9611,103184,2,114,4,411.04,637.54,1644.16,2550.16,906.0
9612,103184,3,181,6,750.96,1117.85,4505.76,6707.1,2201.34
9613,103184,4,196,8,146.07,200.47,1168.56,1603.76,435.2
9614,103184,5,179,6,752.13,1022.75,4512.78,6136.5,1623.72
9615,103185,1,116,7,707.19,1027.68,4950.33,7193.76,2243.43
9616,103185,2,156,2,580.87,893.84,1161.74,1787.68,625.94
9617,103185,3,54,2,844.71,1037.78,1689.42,2075.56,386.14
9618,103186,1,166,4,195.2,255.66,780.8,1022.64,241.84
9619,103186,2,172,8,269.68,390.96,2157.44,3127.68,970.24
9620,103186,3,52,3,384.8,618.69,1154.4,1856.07,701.67
9621,103186,4,46,5,293.22,384.5,1466.1,1922.5,456.4
9622,103187,1,13,10,358.81,489.47,3588.1,4894.7,1306.6
9623,103188,1,218,6,60.05,107.3,360.3,643.8,283.5
9624,103188,2,242,8,815.32,1321.98,6522.56,10575.84,4053.28
9625,103188,3,164,7,694.97,905.03,4864.79,6335.21,1470.42
9626,103188,4,5,9,48.98,60.92,440.82,548.28,107.46
9627,103189,1,53,9,561.92,918.37,5057.28,8265.33,3208.05
9628,103189,2,185,3,41.14,63.11,123.42,189.33,65.91
9629,103189,3,11,5,114.87,147.75,574.35,738.75,164.4
9630,103190,1,187,10,77.31,102.08,773.1,1020.8,247.7
9631,103190,2,183,2,335.38,458.83,670.76,917.66,246.9
9632,103190,3,207,1,792.92,1162.6,792.92,1162.6,369.68
9633,103190,4,64,10,607.41,806.37,6074.1,8063.7,1989.6
9634,103190,5,92,6,363.17,477.61,2179.02,2865.66,686.64
9635,103191,1,87,10,96.26,157.76,962.6,1577.6,615.0
9636,103191,2,220,8,552.03,814.92,4416.24,6519.36,2103.12
9637,103191,3,185,2,41.14,63.11,82.28,126.22,43.94
9638,103191,4,25,4,441.63,760.79,1766.52,3043.16,1276.64
9639,103192,1,175,3,139.36,231.68,418.08,695.04,276.96
9640,103192,2,127,9,733.07,1063.13,6597.63,9568.17,2970.54
9641,103193,1,9,4,392.4,517.7,1569.6,2070.8,501.2
9642,103193,2,113,7,684.57,1087.83,4791.99,7614.81,2822.82
9643,103193,3,3,4,204.27,275.43,817.08,1101.72,284.64
9644,103193,4,47,7,322.37,465.47,2256.59,3258.29,1001.7
9645,103193,5,4,6,317.07,402.41,1902.42,2414.46,512.04
9646,103194,1,111,10,678.93,906.52,6789.3,9065.2,2275.9
9647,103195,1,158,6,443.42,578.5,2660.52,3471.0,810.48
9648,103195,2,130,6,146.15,179.6,876.9,1077.6,200.7
9649,103195,3,119,2,602.11,1059.31,1204.22,2118.62,914.4
9650,103196,1,152,3,491.18,726.79,1473.54,2180.37,706.83
9651,103196,2,37,1,186.7,313.8,186.7,313.8,127.1
9652,103196,3,54,8,844.71,1037.78,6757.68,8302.24,1544.56
9653,103197,1,217,4,175.44,271.63,701.76,1086.52,384.76
9654,103198,1,154,2,896.28,1210.75,1792.56,2421.5,628.94
9655,103198,2,6,8,45.07,76.19,360.56,609.52,248.96
9656,103198,3,128,1,599.33,850.85,599.33,850.85,251.52
9657,103199,1,220,3,552.03,814.92,1656.09,2444.76,788.67
9658,103199,2,170,5,359.32,474.63,1796.6,2373.15,576.55
9659,103199,3,62,10,300.01,431.94,3000.1,4319.4,1319.3
9660,103199,4,221,1,94.29,149.87,94.29,149.87,55.58
9661,103199,5,39,4,880.19,1161.43,3520.76,4645.72,1124.96
9662,103200,1,164,6,694.97,905.03,4169.82,5430.18,1260.36
9663,103200,2,58,2,195.93,338.6,391.86,677.2,285.34
9664,103201,1,48,5,290.36,444.95,1451.8,2224.75,772.95
9665,103202,1,7,5,666.3,959.49,3331.5,4797.45,1465.95
9666,103202,2,183,6,335.38,458.83,2012.28,2752.98,740.7
9667,103202,3,106,5,732.61,1014.97,3663.05,5074.85,1411.8
9668,103203,1,109,10,436.19,626.72,4361.9,6267.2,1905.3
9669,103203,2,73,7,92.17,118.74,645.19,831.18,185.99
9670,103203,3,191,3,724.94,1184.97,2174.82,3554.91,1380.09
9671,103204,1,134,4,461.62,722.53,1846.48,2890.12,1043.64
9672,103204,2,232,6,219.48,270.83,1316.88,1624.98,308.1
9673,103204,3,224,4,430.72,527.02,1722.88,2108.08,385.2
9674,103204,4,8,5,756.97,956.23,3784.85,4781.15,996.3
9675,103204,5,180,2,263.81,467.78,527.62,935.56,407.94
9676,103205,1,127,5,733.07,1063.13,3665.35,5315.65,1650.3
9677,103205,2,16,6,392.22,475.9,2353.32,2855.4,502.08
9678,103205,3,144,6,122.92,154.3,737.52,925.8,188.28
9679,103205,4,72,3,116.36,162.38,349.08,487.14,138.06
9680,103205,5,186,10,577.1,950.22,5771.0,9502.2,3731.2
9681,103206,1,116,8,707.19,1027.68,5657.52,8221.44,2563.92
9682,103206,2,122,8,320.81,564.58,2566.48,4516.64,1950.16
9683,103206,3,24,8,324.77,394.05,2598.16,3152.4,554.24
9684,103207,1,233,4,684.9,1165.23,2739.6,4660.92,1921.32
9685,103207,2,150,7,401.69,590.3,2811.83,4132.1,1320.27
9686,103207,3,139,4,145.64,241.89,582.56,967.56,385.0
9687,103208,1,40,4,700.72,1229.45,2802.88,4917.8,2114.92
9688,103208,2,152,8,491.18,726.79,3929.44,5814.32,1884.88
9689,103208,3,163,7,312.23,458.47,2185.61,3209.29,1023.68
9690,103209,1,223,4,749.32,966.33,2997.28,3865.32,868.04
9691,103209,2,182,2,441.52,749.79,883.04,1499.58,616.54
9692,103209,3,163,7,312.23,458.47,2185.61,3209.29,1023.68
9693,103209,4,71,6,643.69,1098.32,3862.14,6589.92,2727.78
9694,103209,5,169,4,671.51,1081.44,2686.04,4325.76,1639.72
9695,103210,1,55,1,177.55,252.04,177.55,252.04,74.49
9696,103210,2,29,5,652.51,797.22,3262.55,3986.1,723.55
9697,103211,1,162,9,330.53,542.31,2974.77,4880.79,1906.02
9698,103211,2,51,6,69.09,86.27,414.54,517.62,103.08
9699,103211,3,74,1,260.58,326.98,260.58,326.98,66.4
9700,103211,4,149,1,349.49,593.43,349.49,593.43,243.94
9701,103211,5,84,2,870.25,1398.26,1740.5,2796.52,1056.02
9702,103212,1,105,1,561.42,688.0,561.42,688.0,126.58
9703,103213,1,131,6,460.92,825.91,2765.52,4955.46,2189.94
9704,103213,2,185,9,41.14,63.11,370.26,567.99,197.73
9705,103214,1,93,8,395.18,693.02,3161.44,5544.16,2382.72
9706,103214,2,70,6,216.22,311.85,1297.32,1871.1,573.78
9707,103214,3,243,6,44.08,77.95,264.48,467.7,203.22
9708,103214,4,41,8,330.84,502.44,2646.72,4019.52,1372.8
9709,103214,5,2,8,71.13,88.85,569.04,710.8,141.76
9710,103215,1,156,8,580.87,893.84,4646.96,7150.72,2503.76
9711,103216,1,249,6,604.45,1051.55,3626.7,6309.3,2682.6
9712,103216,2,158,4,443.42,578.5,1773.68,2314.0,540.32
9713,103217,1,10,8,398.09,513.87,3184.72,4110.96,926.24
9714,103217,2,118,6,233.03,314.31,1398.18,1885.86,487.68
9715,103218,1,100,4,648.91,779.34,2595.64,3117.36,521.72
9716,103219,1,85,4,690.91,1222.9,2763.64,4891.6,2127.96
9717,103219,2,159,3,77.15,124.94,231.45,374.82,143.37
9718,103220,1,113,1,684.57,1087.83,684.57,1087.83,403.26
9719,103220,2,238,3,838.67,1397.99,2516.01,4193.97,1677.96
9720,103220,3,79,3,758.85,1195.39,2276.55,3586.17,1309.62
9721,103221,1,135,10,683.58,831.11,6835.8,8311.1,1475.3
9722,103221,2,14,3,62.83,77.78,188.49,233.34,44.85
9723,103221,3,245,2,785.15,968.13,1570.3,1936.26,365.96
9724,103222,1,28,4,561.76,704.5,2247.04,2818.0,570.96
9725,103222,2,35,4,682.15,1079.36,2728.6,4317.44,1588.84
9726,103222,3,221,2,94.29,149.87,188.58,299.74,111.16
9727,103222,4,5,8,48.98,60.92,391.84,487.36,95.52
9728,103223,1,238,5,838.67,1397.99,4193.35,6989.95,2796.6
9729,103223,2,25,2,441.63,760.79,883.26,1521.58,638.32
9730,103224,1,107,1,816.79,1061.72,816.79,1061.72,244.93
9731,103225,1,91,3,407.73,630.34,1223.19,1891.02,667.83
9732,103225,2,72,7,116.36,162.38,814.52,1136.66,322.14
9733,103226,1,154,7,896.28,1210.75,6273.96,8475.25,2201.29
9734,103226,2,56,1,784.04,1200.2,784.04,1200.2,416.16
9735,103226,3,142,10,344.15,427.13,3441.5,4271.3,829.8
9736,103226,4,92,2,363.17,477.61,726.34,955.22,228.88
9737,103227,1,167,8,518.69,736.64,4149.52,5893.12,1743.6
9738,103228,1,200,6,540.3,787.23,3241.8,4723.38,1481.58
9739,103228,2,148,4,303.03,384.23,1212.12,1536.92,324.8
9740,103228,3,38,4,35.32,46.38,141.28,185.52,44.24
9741,103228,4,84,1,870.25,1398.26,870.25,1398.26,528.01
9742,103229,1,139,8,145.64,241.89,1165.12,1935.12,770.0
9743,103229,2,126,2,598.74,1056.77,1197.48,2113.54,916.06
9744,103229,3,4,4,317.07,402.41,1268.28,1609.64,341.36
9745,103229,4,26,6,473.62,612.88,2841.72,3677.28,835.56
9746,103229,5,7,5,666.3,959.49,3331.5,4797.45,1465.95
9747,103230,1,105,5,561.42,688.0,2807.1,3440.0,632.9
9748,103231,1,122,6,320.81,564.58,1924.86,3387.48,1462.62
9749,103231,2,181,3,750.96,1117.85,2252.88,3353.55,1100.67
9750,103231,3,62,9,300.01,431.94,2700.09,3887.46,1187.37
9751,103231,4,4,4,317.07,402.41,1268.28,1609.64,341.36
9752,103231,5,149,3,349.49,593.43,1048.47,1780.29,731.82
9753,103232,1,1,10,166.38,222.66,1663.8,2226.6,562.8
9754,103232,2,72,2,116.36,162.38,232.72,324.76,92.04
9755,103232,3,200,9,540.3,787.23,4862.7,7085.07,2222.37
9756,103233,1,190,6,397.17,493.72,2383.02,2962.32,579.3
9757,103233,2,186,1,577.1,950.22,577.1,950.22,373.12
9758,103233,3,211,7,390.3,667.77,2732.1,4674.39,1942.29
9759,103234,1,186,2,577.1,950.22,1154.2,1900.44,746.24
9760,103234,2,249,5,604.45,1051.55,3022.25,5257.75,2235.5
9761,103234,3,66,5,62.01,90.71,310.05,453.55,143.5
9762,103234,4,13,10,358.81,489.47,3588.1,4894.7,1306.6
9763,103235,1,101,10,220.68,284.84,2206.8,2848.4,641.6
9764,103235,2,128,7,599.33,850.85,4195.31,5955.95,1760.64
9765,103235,3,247,9,103.45,132.85,931.05,1195.65,264.6
9766,103235,4,63,10,176.54,231.51,1765.4,2315.1,549.7
9767,103235,5,201,1,547.61,924.75,547.61,924.75,377.14
9768,103236,1,226,7,254.71,422.63,1782.97,2958.41,1175.44
9769,103237,1,236,2,888.9,1143.14,1777.8,2286.28,508.48
9770,103237,2,40,10,700.72,1229.45,7007.2,12294.5,5287.3
9771,103237,3,187,2,77.31,102.08,154.62,204.16,49.54
9772,103237,4,52,8,384.8,618.69,3078.4,4949.52,1871.12
9773,103237,5,149,8,349.49,593.43,2795.92,4747.44,1951.52
9774,103238,1,170,4,359.32,474.63,1437.28,1898.52,461.24
9775,103238,2,73,4,92.17,118.74,368.68,474.96,106.28
9776,103238,3,229,4,300.77,405.04,1203.08,1620.16,417.08
9777,103239,1,233,10,684.9,1165.23,6849.0,11652.3,4803.3
9778,103239,2,59,2,826.66,1155.89,1653.32,2311.78,658.46
9779,103239,3,228,10,705.41,933.38,7054.1,9333.8,2279.7
9780,103240,1,34,4,146.68,263.79,586.72,1055.16,468.44
9781,103240,2,193,6,852.99,1365.09,5117.94,8190.54,3072.6
9782,103240,3,74,1,260.58,326.98,260.58,326.98,66.4
9783,103240,4,11,9,114.87,147.75,1033.83,1329.75,295.92
9784,103241,1,228,4,705.41,933.38,2821.64,3733.52,911.88
9785,103241,2,79,7,758.85,1195.39,5311.95,8367.73,3055.78
9786,103241,3,236,10,888.9,1143.14,8889.0,11431.4,2542.4
9787,103241,4,82,3,84.45,147.68,253.35,443.04,189.69
9788,103241,5,24,8,324.77,394.05,2598.16,3152.4,554.24
9789,103242,1,219,1,754.97,1030.5,754.97,1030.5,275.53
9790,103242,2,206,2,829.35,1381.72,1658.7,2763.44,1104.74
9791,103243,1,62,2,300.01,431.94,600.02,863.88,263.86
9792,103243,2,76,9,796.17,1154.67,7165.53,10392.03,3226.5
9793,103243,3,215,7,380.74,471.62,2665.18,3301.34,636.16
9794,103243,4,172,1,269.68,390.96,269.68,390.96,121.28
9795,103244,1,57,5,245.13,335.22,1225.65,1676.1,450.45
9796,103244,2,2,9,71.13,88.85,640.17,799.65,159.48
9797,103245,1,35,10,682.15,1079.36,6821.5,10793.6,3972.1
9798,103245,2,158,6,443.42,578.5,2660.52,3471.0,810.48
9799,103245,3,177,8,430.41,523.31,3443.28,4186.48,743.2
9800,103245,4,110,3,411.65,716.46,1234.95,2149.38,914.43
9801,103245,5,103,1,719.67,1030.39,719.67,1030.39,310.72
9802,103246,1,11,10,114.87,147.75,1148.7,1477.5,328.8
9803,103246,2,46,10,293.22,384.5,2932.2,3845.0,912.8
9804,103246,3,164,7,694.97,905.03,4864.79,6335.21,1470.42
9805,103246,4,190,1,397.17,493.72,397.17,493.72,96.55
9806,103247,1,227,8,561.49,702.61,4491.92,5620.88,1128.96
9807,103247,2,113,3,684.57,1087.83,2053.71,3263.49,1209.78
9808,103247,3,40,7,700.72,1229.45,4905.04,8606.15,3701.11
9809,103247,4,26,9,473.62,612.88,4262.58,5515.92,1253.34
9810,103248,1,31,5,533.54,920.73,2667.7,4603.65,1935.95
9811,103248,2,29,2,652.51,797.22,1305.02,1594.44,289.42
9812,103248,3,41,3,330.84,502.44,992.52,1507.32,514.8
9813,103248,4,241,3,158.01,224.53,474.03,673.59,199.56
9814,103248,5,142,1,344.15,427.13,344.15,427.13,82.98
9815,103249,1,244,10,346.36,450.25,3463.6,4502.5,1038.9
9816,103249,2,121,9,234.09,286.57,2106.81,2579.13,472.32
9817,103249,3,103,7,719.67,1030.39,5037.69,7212.73,2175.04
9818,103250,1,100,9,648.91,779.34,5840.19,7014.06,1173.87
9819,103250,2,124,8,694.29,1153.5,5554.32,9228.0,3673.68
9820,103251,1,7,5,666.3,959.49,3331.5,4797.45,1465.95
9821,103251,2,191,4,724.94,1184.97,2899.76,4739.88,1840.12
9822,103251,3,64,6,607.41,806.37,3644.46,4838.22,1193.76
9823,103251,4,134,10,461.62,722.53,4616.2,7225.3,2609.1
9824,103252,1,1,9,166.38,222.66,1497.42,2003.94,506.52
9825,103252,2,70,3,216.22,311.85,648.66,935.55,286.89
9826,103253,1,183,2,335.38,458.83,670.76,917.66,246.9
9827,103253,2,99,1,760.89,1173.93,760.89,1173.93,413.04
9828,103253,3,8,4,756.97,956.23,3027.88,3824.92,797.04
9829,103254,1,237,1,787.47,1360.67,787.47,1360.67,573.2
9830,103254,2,127,1,733.07,1063.13,733.07,1063.13,330.06
9831,103254,3,157,1,895.76,1375.28,895.76,1375.28,479.52
9832,103254,4,50,3,157.55,281.81,472.65,845.43,372.78
9833,103254,5,38,1,35.32,46.38,35.32,46.38,11.06
9834,103255,1,145,5,474.92,637.03,2374.6,3185.15,810.55
9835,103255,2,19,4,206.37,317.08,825.48,1268.32,442.84
9836,103255,3,90,2,811.22,1062.34,1622.44,2124.68,502.24
9837,103255,4,141,5,850.04,1141.05,4250.2,5705.25,1455.05
9838,103255,5,148,7,303.03,384.23,2121.21,2689.61,568.4
9839,103256,1,20,1,39.99,58.61,39.99,58.61,18.62
9840,103256,2,99,1,760.89,1173.93,760.89,1173.93,413.04
9841,103256,3,15,8,653.19,958.95,5225.52,7671.6,2446.08
9842,103256,4,144,7,122.92,154.3,860.44,1080.1,219.66
9843,103256,5,134,9,461.62,722.53,4154.58,6502.77,2348.19
9844,103257,1,205,7,779.21,1265.27,5454.47,8856.89,3402.42
9845,103257,2,2,3,71.13,88.85,213.39,266.55,53.16
9846,103257,3,43,9,96.96,117.98,872.64,1061.82,189.18
9847,103257,4,242,7,815.32,1321.98,5707.24,9253.86,3546.62
9848,103258,1,156,2,580.87,893.84,1161.74,1787.68,625.94
9849,103258,2,158,5,443.42,578.5,2217.1,2892.5,675.4
9850,103259,1,162,2,330.53,542.31,661.06,1084.62,423.56
9851,103259,2,123,9,508.57,613.28,4577.13,5519.52,942.39
9852,103259,3,181,1,750.96,1117.85,750.96,1117.85,366.89
9853,103259,4,140,10,526.61,785.25,5266.1,7852.5,2586.4
9854,103259,5,185,6,41.14,63.11,246.84,378.66,131.82
9855,103260,1,223,7,749.32,966.33,5245.24,6764.31,1519.07
9856,103260,2,80,1,855.27,1494.11,855.27,1494.11,638.84
9857,103260,3,172,3,269.68,390.96,809.04,1172.88,363.84
9858,103261,1,63,5,176.54,231.51,882.7,1157.55,274.85
9859,103261,2,150,5,401.69,590.3,2008.45,2951.5,943.05
9860,103261,3,68,3,80.52,125.27,241.56,375.81,134.25
9861,103262,1,48,9,290.36,444.95,2613.24,4004.55,1391.31
9862,103262,2,112,10,141.39,239.02,1413.9,2390.2,976.3
9863,103262,3,45,9,149.87,186.13,1348.83,1675.17,326.34
9864,103262,4,146,1,204.85,323.47,204.85,323.47,118.62
9865,103263,1,82,10,84.45,147.68,844.5,1476.8,632.3
9866,103263,2,196,3,146.07,200.47,438.21,601.41,163.2
9867,103263,3,13,5,358.81,489.47,1794.05,2447.35,653.3
9868,103263,4,98,3,708.84,1017.46,2126.52,3052.38,925.86
9869,103263,5,182,10,441.52,749.79,4415.2,7497.9,3082.7
9870,103264,1,131,5,460.92,825.91,2304.6,4129.55,1824.95
9871,103264,2,42,3,448.44,758.63,1345.32,2275.89,930.57
9872,103265,1,185,2,41.14,63.11,82.28,126.22,43.94
9873,103265,2,105,7,561.42,688.0,3929.94,4816.0,886.06
9874,103266,1,47,9,322.37,465.47,2901.33,4189.23,1287.9
9875,103266,2,158,8,443.42,578.5,3547.36,4628.0,1080.64
9876,103267,1,164,6,694.97,905.03,4169.82,5430.18,1260.36
9877,103267,2,157,9,895.76,1375.28,8061.84,12377.52,4315.68
9878,103267,3,72,9,116.36,162.38,1047.24,1461.42,414.18
9879,103268,1,183,7,335.38,458.83,2347.66,3211.81,864.15
9880,103268,2,233,2,684.9,1165.23,1369.8,2330.46,960.66
9881,103268,3,56,4,784.04,1200.2,3136.16,4800.8,1664.64
9882,103268,4,155,8,793.46,1404.58,6347.68,11236.64,4888.96
9883,103268,5,154,5,896.28,1210.75,4481.4,6053.75,1572.35
9884,103269,1,71,9,643.69,1098.32,5793.21,9884.88,4091.67
9885,103269,2,52,5,384.8,618.69,1924.0,3093.45,1169.45
9886,103269,3,91,2,407.73,630.34,815.46,1260.68,445.22
9887,103270,1,164,10,694.97,905.03,6949.7,9050.3,2100.6
9888,103270,2,132,2,228.44,343.43,456.88,686.86,229.98
9889,103270,3,216,9,601.57,916.63,5414.13,8249.67,2835.54
9890,103270,4,123,3,508.57,613.28,1525.71,1839.84,314.13
9891,103270,5,249,8,604.45,1051.55,4835.6,8412.4,3576.8
9892,103271,1,72,1,116.36,162.38,116.36,162.38,46.02
9893,103271,2,12,10,657.73,968.33,6577.3,9683.3,3106.0
9894,103271,3,20,7,39.99,58.61,279.93,410.27,130.34
9895,103271,4,69,9,34.07,58.68,306.63,528.12,221.49
9896,103272,1,46,8,293.22,384.5,2345.76,3076.0,730.24
9897,103273,1,142,10,344.15,427.13,3441.5,4271.3,829.8
9898,103273,2,187,10,77.31,102.08,773.1,1020.8,247.7
9899,103273,3,116,5,707.19,1027.68,3535.95,5138.4,1602.45
9900,103274,1,147,1,279.67,345.44,279.67,345.44,65.77
9901,103274,2,43,1,96.96,117.98,96.96,117.98,21.02
9902,103275,1,29,2,652.51,797.22,1305.02,1594.44,289.42
9903,103275,2,129,7,313.12,432.15,2191.84,3025.05,833.21
9904,103275,3,246,5,306.72,504.9,1533.6,2524.5,990.9
9905,103276,1,51,9,69.09,86.27,621.81,776.43,154.62
9906,103276,2,115,3,161.31,277.27,483.93,831.81,347.88
9907,103277,1,39,8,880.19,1161.43,7041.52,9291.44,2249.92
9908,103278,1,165,1,244.54,342.51,244.54,342.51,97.97
9909,103278,2,216,4,601.57,916.63,2406.28,3666.52,1260.24
9910,103279,1,123,9,508.57,613.28,4577.13,5519.52,942.39
9911,103279,2,144,8,122.92,154.3,983.36,1234.4,251.04
9912,103280,1,110,5,411.65,716.46,2058.25,3582.3,1524.05
9913,103280,2,168,5,272.69,392.77,1363.45,1963.85,600.4
9914,103280,3,55,5,177.55,252.04,887.75,1260.2,372.45
9915,103280,4,230,2,83.0,118.49,166.0,236.98,70.98
9916,103280,5,181,8,750.96,1117.85,6007.68,8942.8,2935.12
9917,103281,1,1,7,166.38,222.66,1164.66,1558.62,393.96
9918,103281,2,71,4,643.69,1098.32,2574.76,4393.28,1818.52
9919,103281,3,50,2,157.55,281.81,315.1,563.62,248.52
9920,103281,4,114,10,411.04,637.54,4110.4,6375.4,2265.0
9921,103281,5,207,4,792.92,1162.6,3171.68,4650.4,1478.72
9922,103282,1,152,7,491.18,726.79,3438.26,5087.53,1649.27
9923,103283,1,110,3,411.65,716.46,1234.95,2149.38,914.43
9924,103284,1,204,7,139.45,206.01,976.15,1442.07,465.92
9925,103284,2,87,10,96.26,157.76,962.6,1577.6,615.0
9926,103284,3,187,10,77.31,102.08,773.1,1020.8,247.7
9927,103284,4,46,2,293.22,384.5,586.44,769.0,182.56
9928,103284,5,6,2,45.07,76.19,90.14,152.38,62.24
9929,103285,1,12,5,657.73,968.33,3288.65,4841.65,1553.0
9930,103285,2,36,8,37.64,63.91,301.12,511.28,210.16
9931,103285,3,3,6,204.27,275.43,1225.62,1652.58,426.96
9932,103285,4,57,9,245.13,335.22,2206.17,3016.98,810.81
9933,103286,1,57,4,245.13,335.22,980.52,1340.88,360.36
9934,103286,2,126,9,598.74,1056.77,5388.66,9510.93,4122.27
9935,103286,3,161,7,368.34,444.41,2578.38,3110.87,532.49
9936,103286,4,216,10,601.57,916.63,6015.7,9166.3,3150.6
9937,103287,1,98,7,708.84,1017.46,4961.88,7122.22,2160.34
9938,103287,2,191,2,724.94,1184.97,1449.88,2369.94,920.06
9939,103287,3,215,2,380.74,471.62,761.48,943.24,181.76
9940,103287,4,74,10,260.58,326.98,2605.8,3269.8,664.0
9941,103287,5,211,5,390.3,667.77,1951.5,3338.85,1387.35
9942,103288,1,230,8,83.0,118.49,664.0,947.92,283.92
9943,103288,2,144,4,122.92,154.3,491.68,617.2,125.52
9944,103288,3,116,7,707.19,1027.68,4950.33,7193.76,2243.43
9945,103288,4,52,1,384.8,618.69,384.8,618.69,233.89
9946,103289,1,175,5,139.36,231.68,696.8,1158.4,461.6
9947,103289,2,229,2,300.77,405.04,601.54,810.08,208.54
9948,103289,3,86,10,117.35,157.31,1173.5,1573.1,399.6
9949,103290,1,231,8,481.66,668.29,3853.28,5346.32,1493.04
9950,103291,1,149,5,349.49,593.43,1747.45,2967.15,1219.7
9951,103291,2,12,3,657.73,968.33,1973.19,2904.99,931.8
9952,103292,1,171,10,142.52,178.42,1425.2,1784.2,359.0
9953,103292,2,200,10,540.3,787.23,5403.0,7872.3,2469.3
9954,103292,3,87,4,96.26,157.76,385.04,631.04,246.0
9955,103292,4,148,6,303.03,384.23,1818.18,2305.38,487.2
9956,103293,1,159,4,77.15,124.94,308.6,499.76,191.16
9957,103293,2,63,8,176.54,231.51,1412.32,1852.08,439.76
9958,103293,3,108,8,248.98,328.26,1991.84,2626.08,634.24
9959,103293,4,241,8,158.01,224.53,1264.08,1796.24,532.16
9960,103294,1,140,1,526.61,785.25,526.61,785.25,258.64
9961,103295,1,142,3,344.15,427.13,1032.45,1281.39,248.94
9962,103295,2,219,4,754.97,1030.5,3019.88,4122.0,1102.12
9963,103295,3,198,5,69.28,109.24,346.4,546.2,199.8
9964,103295,4,176,6,608.59,1064.69,3651.54,6388.14,2736.6
9965,103296,1,206,7,829.35,1381.72,5805.45,9672.04,3866.59
9966,103296,2,198,6,69.28,109.24,415.68,655.44,239.76
9967,103296,3,47,6,322.37,465.47,1934.22,2792.82,858.6
9968,103296,4,113,1,684.57,1087.83,684.57,1087.83,403.26
9969,103296,5,35,8,682.15,1079.36,5457.2,8634.88,3177.68
9970,103297,1,237,2,787.47,1360.67,1574.94,2721.34,1146.4
9971,103297,2,180,6,263.81,467.78,1582.86,2806.68,1223.82
9972,103298,1,193,9,852.99,1365.09,7676.91,12285.81,4608.9
9973,103298,2,114,7,411.04,637.54,2877.28,4462.78,1585.5
9974,103298,3,192,10,889.46,1141.66,8894.6,11416.6,2522.0
