Customer_ID,Customer_Name,Customer_Type,Industry,Segment,Country,City,Postal_Code,Registration_Date,Region_ID
292,"Baker, Moore and Lindsey",Company,Manufacturing,Small Business,Spain,Barcelona,05381,2024-07-20,9
293,"Cunningham, Peterson and Silva",Individual,Education,Small Business,Germany,Frankfurt,40319,2023-10-17,2
294,"Greene, Barry and Anderson",Individual,Finance,Corporate,Netherlands,Amsterdam,58961,2026-02-26,18
295,"Peterson, Pena and Warren",Individual,Telecommunications,Consumer,France,Paris,69305,2025-02-01,15
296,Meyer-Zhang,Company,Logistics,Small Business,Belgium,Brussels,65473,2025-09-07,15
297,Torres PLC,Individual,IT,Corporate,Austria,Vienna,03844,2022-08-31,17
298,Villa Inc,Company,Manufacturing,Small Business,Switzerland,Zurich,88327,2022-09-01,1
299,"Adams, Rodriguez and Hodges",Individual,IT,Small Business,Germany,Hamburg,90054,2024-08-11,12
300,Gill Inc,Individual,Manufacturing,Corporate,France,Paris,27452,2024-11-02,16
301,"Travis, Patel and Schultz",Individual,Education,Consumer,Netherlands,Amsterdam,69058,2023-10-03,13
302,Sullivan-Richards,Individual,Healthcare,Corporate,Austria,Vienna,08019,2026-04-10,7
303,Murphy Inc,Company,Finance,Small Business,Austria,Vienna,40135,2022-09-20,2
304,"Trujillo, Nguyen and Ross",Individual,IT,Corporate,Belgium,Brussels,90994,2026-05-01,6
305,Jordan-Cook,Company,Healthcare,Consumer,Switzerland,Zurich,63592,2026-06-14,12
306,Anderson-Cox,Individual,Healthcare,Corporate,France,Lyon,70466,2023-01-31,15
307,"Bell, Caldwell and Jackson",Individual,Logistics,Consumer,Italy,Milan,22577,2023-10-07,7
308,Simon Inc,Individual,Healthcare,Corporate,France,Paris,86585,2024-12-03,5
309,"Martin, Evans and Nelson",Company,IT,Corporate,Germany,Frankfurt,05678,2022-10-26,17
310,Gonzales-Stanley,Company,Logistics,Corporate,Netherlands,Amsterdam,82653,2026-05-06,4
311,Brown-Cook,Company,Retail,Corporate,Austria,Vienna,44372,2023-02-27,20
312,Williams-Jordan,Company,IT,Small Business,Germany,Frankfurt,60000,2023-05-22,7
313,Martinez and Sons,Individual,Telecommunications,Consumer,France,Lyon,62959,2026-06-08,14
314,Fox Group,Individual,Retail,Corporate,Switzerland,Zurich,65500,2022-09-01,19
315,Nelson and Sons,Individual,Education,Consumer,Italy,Rome,80760,2024-08-26,18
316,Alvarez Group,Company,Manufacturing,Consumer,Netherlands,Amsterdam,98977,2025-03-10,2
317,Steele Ltd,Company,Education,Small Business,Italy,Milan,28033,2025-09-20,18
318,Cox-Mills,Individual,Retail,Small Business,Germany,Frankfurt,94635,2024-10-20,5
319,Morales-Campbell,Company,Education,Small Business,Spain,Barcelona,87889,2025-03-21,20
320,Taylor-Mahoney,Individual,Logistics,Small Business,Switzerland,Zurich,36421,2023-07-10,4
321,Thomas-Hampton,Individual,Manufacturing,Corporate,Switzerland,Zurich,05834,2026-06-15,7
322,Mcguire and Sons,Individual,Healthcare,Corporate,Germany,Frankfurt,56694,2025-03-04,19
323,Hill-Dennis,Individual,Finance,Consumer,France,Paris,49105,2023-01-18,7
324,Terrell PLC,Company,Finance,Small Business,Austria,Vienna,19526,2025-01-17,18
325,"Erickson, Campbell and Carey",Individual,Finance,Small Business,Netherlands,Amsterdam,76284,2025-09-10,4
326,Smith-Richardson,Individual,Manufacturing,Small Business,Switzerland,Zurich,22755,2025-08-09,13
327,Hill-Hart,Company,Logistics,Consumer,Belgium,Brussels,88892,2025-09-09,19
328,Wright-Donovan,Individual,Healthcare,Corporate,Germany,Berlin,04134,2023-12-17,20
329,"Miller, Bishop and Richards",Individual,Manufacturing,Small Business,Austria,Vienna,54885,2025-10-29,10
330,Moore PLC,Individual,Logistics,Consumer,Austria,Vienna,99013,2024-02-01,8
331,Thomas LLC,Company,Education,Small Business,Netherlands,Amsterdam,47156,2025-05-26,12
332,"Mann, Sanders and Sanders",Company,IT,Corporate,Switzerland,Zurich,18555,2024-11-26,19
333,Strickland Inc,Company,Healthcare,Small Business,Belgium,Brussels,19916,2025-09-24,4
334,Barnes Group,Company,Manufacturing,Consumer,Switzerland,Zurich,68164,2023-09-01,13
335,Myers PLC,Individual,Manufacturing,Small Business,Spain,Barcelona,77537,2022-09-01,14
336,Rocha-Vaughn,Company,Manufacturing,Consumer,France,Marseille,76087,2023-06-17,10
337,"Erickson, White and Graves",Individual,Retail,Small Business,Germany,Cologne,84842,2025-05-18,20
338,Guzman-Reyes,Individual,Logistics,Small Business,Italy,Rome,41586,2026-01-20,16
339,"Anderson, Graves and Lyons",Company,Manufacturing,Corporate,Germany,Berlin,35391,2023-01-20,17
340,Jimenez-Friedman,Individual,Manufacturing,Corporate,Germany,Berlin,53524,2023-08-16,16
341,Smith LLC,Company,Telecommunications,Small Business,Austria,Vienna,92384,2024-04-16,17
342,"Williams, Stanley and Caldwell",Company,Healthcare,Consumer,Switzerland,Zurich,60145,2024-08-18,2
343,"Smith, Higgins and Benson",Company,Telecommunications,Corporate,Belgium,Brussels,17076,2024-04-12,15
344,Smith-Bullock,Company,Manufacturing,Consumer,Belgium,Brussels,06165,2024-01-18,12
345,"Henson, Allen and Carter",Individual,IT,Corporate,Belgium,Brussels,14343,2022-11-29,4
346,Johnson-Barker,Company,Telecommunications,Consumer,France,Marseille,48300,2024-07-18,15
347,"Barton, Santos and Lopez",Individual,Manufacturing,Corporate,Italy,Rome,00833,2023-05-05,4
348,Ortiz and Sons,Company,Retail,Consumer,Switzerland,Zurich,68206,2025-02-26,20
349,"Harvey, Henderson and Edwards",Individual,IT,Small Business,Germany,Hamburg,36005,2024-06-20,3
350,Howard PLC,Company,Education,Small Business,France,Lyon,42263,2025-02-22,5
351,Copeland-Johnson,Individual,IT,Small Business,Spain,Barcelona,81853,2026-04-18,2
352,Snyder-White,Individual,Finance,Consumer,Italy,Rome,92955,2022-10-19,15
353,Fitzgerald-Cooke,Company,Retail,Corporate,Italy,Rome,18523,2022-07-28,5
354,Diaz-Alvarez,Company,Telecommunications,Corporate,Germany,Hamburg,79017,2023-03-04,3
355,Robinson Inc,Individual,Logistics,Small Business,Italy,Milan,79732,2022-12-19,9
356,Ramirez-Roth,Company,IT,Corporate,Netherlands,Amsterdam,98672,2026-04-17,8
357,"Carter, Johnson and Newman",Individual,Manufacturing,Consumer,Germany,Frankfurt,95231,2025-06-04,16
358,"Lamb, Davila and Myers",Company,Logistics,Corporate,Germany,Frankfurt,56969,2023-05-11,11
359,Deleon-Moody,Individual,Finance,Small Business,Austria,Vienna,77584,2026-05-29,16
360,Wood Ltd,Company,Telecommunications,Corporate,Switzerland,Zurich,60022,2026-02-02,2
361,Jones-Taylor,Company,Manufacturing,Small Business,Austria,Vienna,95189,2023-01-25,17
362,Cummings-Griffith,Company,Finance,Corporate,Netherlands,Amsterdam,64030,2024-06-04,19
363,Smith-Wade,Company,Manufacturing,Consumer,Belgium,Brussels,96985,2023-10-20,10
364,"Ruiz, Edwards and Woodward",Company,IT,Small Business,Netherlands,Amsterdam,64409,2023-03-27,1
365,Avery and Sons,Individual,Education,Small Business,Austria,Vienna,76157,2024-10-17,7
366,Jones-Brady,Individual,Manufacturing,Small Business,Austria,Vienna,98084,2022-10-04,20
367,Stanley-Cisneros,Company,IT,Consumer,Belgium,Brussels,07739,2024-09-26,2
368,"Howe, Ramirez and Smith",Company,Healthcare,Consumer,Netherlands,Amsterdam,91257,2025-04-27,7
369,"Thompson, Johnson and Hughes",Company,Logistics,Consumer,Germany,Frankfurt,98806,2025-10-14,18
370,Jones and Sons,Individual,IT,Consumer,Spain,Madrid,77115,2025-10-25,12
371,Bush-Williams,Individual,Logistics,Consumer,Switzerland,Zurich,88195,2022-10-25,13
372,"Hardy, Salazar and Morris",Company,Healthcare,Consumer,Austria,Vienna,05358,2025-03-20,16
373,Miller PLC,Company,IT,Small Business,Austria,Vienna,52179,2025-12-03,10
374,Johnston-Kent,Individual,Telecommunications,Consumer,Switzerland,Zurich,43575,2026-02-05,16
375,Meyers and Sons,Individual,Education,Consumer,Switzerland,Zurich,35003,2025-06-21,5
376,"Stephens, Hoover and Jacobs",Individual,Healthcare,Corporate,Austria,Vienna,19599,2023-08-19,4
377,"Peters, Hernandez and Parker",Company,Retail,Small Business,Spain,Madrid,28417,2025-09-26,6
378,Martinez-Bennett,Individual,Telecommunications,Small Business,Netherlands,Amsterdam,31219,2026-05-14,20
379,Rodriguez Group,Company,Finance,Consumer,Switzerland,Zurich,35582,2024-05-05,16
380,"Chavez, Rivas and Goodman",Individual,Telecommunications,Corporate,Switzerland,Zurich,70020,2026-07-22,16
381,"Wallace, Stone and Harper",Company,Logistics,Small Business,Netherlands,Amsterdam,98155,2024-02-25,9
382,Aguirre Inc,Company,Education,Consumer,Italy,Milan,60404,2026-02-23,19
383,Ruiz-Norman,Company,Education,Corporate,France,Paris,06051,2026-05-29,3
384,"Brandt, Harris and Vasquez",Company,Telecommunications,Small Business,Spain,Barcelona,21408,2026-03-21,19
385,Campbell Ltd,Company,IT,Small Business,Austria,Vienna,70669,2023-01-13,9
386,Gibson-Collins,Company,IT,Consumer,Netherlands,Amsterdam,29685,2022-08-23,8
387,"Jones, Cisneros and Brooks",Individual,Retail,Small Business,France,Lyon,61225,2022-12-02,11
388,Gray-Bradley,Company,Healthcare,Consumer,Netherlands,Amsterdam,15284,2025-10-21,5
389,Kelly-Esparza,Individual,Retail,Consumer,Germany,Frankfurt,95141,2025-04-12,8
390,"Mccann, Johnson and Miller",Individual,Telecommunications,Corporate,Spain,Barcelona,65720,2025-03-27,2
391,"Kirby, Villanueva and Barrett",Company,Healthcare,Corporate,Italy,Rome,23118,2025-09-10,3
392,Campos LLC,Individual,Education,Consumer,Netherlands,Amsterdam,50175,2023-12-06,9
393,Salas-Drake,Individual,Logistics,Corporate,Belgium,Brussels,80381,2026-02-13,16
394,Reynolds-Williams,Individual,Logistics,Corporate,Spain,Barcelona,64532,2026-03-14,6
395,Smith PLC,Company,Telecommunications,Consumer,Belgium,Brussels,99260,2024-09-04,14
396,Hays LLC,Company,Retail,Corporate,Netherlands,Amsterdam,19700,2024-07-13,18
397,Gray LLC,Company,IT,Consumer,France,Lyon,77570,2026-07-20,20
398,Alvarado-Hernandez,Company,Finance,Corporate,Austria,Vienna,45451,2025-06-06,10
399,Mann PLC,Individual,Manufacturing,Small Business,Belgium,Brussels,51345,2026-05-05,15
400,Lewis PLC,Individual,Logistics,Small Business,Switzerland,Zurich,01475,2024-08-13,16
401,Anderson-Brown,Company,Logistics,Small Business,France,Lyon,61602,2025-07-27,13
402,Jackson Group,Company,Healthcare,Corporate,Netherlands,Amsterdam,69155,2023-06-12,12
403,Harrison-Combs,Individual,IT,Consumer,Switzerland,Zurich,63701,2023-05-02,2
404,"Campbell, Dawson and Thompson",Individual,Telecommunications,Corporate,Belgium,Brussels,96577,2023-07-03,5
405,Young-Conrad,Company,Finance,Small Business,France,Lyon,22113,2022-09-21,12
406,Meyer Inc,Individual,Finance,Consumer,Austria,Vienna,07655,2022-10-10,8
407,"Wilson, Meyers and Smith",Company,Healthcare,Small Business,Austria,Vienna,89251,2024-03-26,8
408,"Mitchell, Ross and Walters",Company,Manufacturing,Small Business,Belgium,Brussels,81338,2025-04-03,11
409,"Robertson, Collins and Parsons",Individual,Finance,Small Business,Italy,Rome,53302,2023-11-27,20
410,Bell and Sons,Individual,Telecommunications,Consumer,Germany,Frankfurt,17712,2023-08-10,20
411,Mahoney-Klein,Individual,Finance,Small Business,Netherlands,Amsterdam,74197,2024-03-20,9
412,Villanueva-Williams,Company,Logistics,Consumer,Spain,Madrid,56413,2022-09-26,4
413,Kelly PLC,Company,Education,Corporate,Netherlands,Amsterdam,07236,2022-11-26,19
414,White LLC,Individual,Healthcare,Corporate,Germany,Frankfurt,22938,2025-08-25,16
415,"Cruz, Baldwin and Bailey",Company,Logistics,Small Business,Belgium,Brussels,95680,2025-12-19,17
416,"Miller, Montgomery and Martin",Company,Education,Consumer,Spain,Barcelona,87092,2025-12-28,13
417,Smith-Ross,Individual,Retail,Consumer,Switzerland,Zurich,54096,2025-06-27,15
418,Barker-Wu,Individual,Education,Small Business,Germany,Cologne,13494,2026-06-20,6
419,Cummings-Lee,Company,Retail,Small Business,Belgium,Brussels,73548,2026-04-13,8
420,Jones PLC,Company,Logistics,Corporate,Austria,Vienna,61706,2024-06-27,17
421,Michael Group,Individual,Manufacturing,Small Business,Belgium,Brussels,59886,2025-04-23,12
422,Arroyo-Wagner,Company,Manufacturing,Corporate,Spain,Barcelona,87563,2023-01-02,9
423,Thomas Inc,Individual,Logistics,Small Business,France,Lyon,97006,2026-06-30,14
424,Moore-Stokes,Individual,IT,Corporate,Austria,Vienna,28069,2022-11-11,6
425,"Robles, Martin and Phillips",Individual,IT,Small Business,Italy,Milan,84875,2023-11-15,9
426,Clark and Sons,Company,Telecommunications,Small Business,Spain,Barcelona,43157,2023-10-11,14
427,Alexander-Bryant,Company,IT,Corporate,Germany,Berlin,48921,2025-05-23,11
428,Gallagher Inc,Individual,Manufacturing,Small Business,Spain,Madrid,72627,2023-01-08,10
429,Duran-Miller,Company,Telecommunications,Small Business,Italy,Rome,68445,2023-08-06,12
430,"Charles, Randolph and Carroll",Individual,Telecommunications,Consumer,Spain,Madrid,95528,2024-04-05,12
431,Vaughn-Young,Individual,Retail,Small Business,Germany,Berlin,91066,2025-10-14,12
432,Garcia-Gonzalez,Company,IT,Corporate,Austria,Vienna,42609,2025-03-12,19
433,Hebert-Ford,Company,Logistics,Corporate,Germany,Frankfurt,37227,2023-10-14,13
434,Shepard Group,Individual,Logistics,Consumer,Switzerland,Zurich,58619,2025-03-07,5
435,Leach-Turner,Company,Finance,Small Business,Switzerland,Zurich,07961,2025-09-28,18
436,"Mendoza, Guzman and Austin",Individual,Healthcare,Small Business,Austria,Vienna,10461,2024-08-28,6
437,"Arnold, Davis and Bullock",Individual,Telecommunications,Corporate,Spain,Madrid,73839,2025-03-28,14
438,"Short, Mccall and Kerr",Company,Finance,Small Business,Austria,Vienna,90483,2026-03-05,19
439,Gomez Inc,Company,Retail,Corporate,Belgium,Brussels,53766,2023-08-31,2
440,"Jacobs, Diaz and Mcdaniel",Company,IT,Corporate,Germany,Hamburg,47137,2026-06-24,8
441,"Bell, Perry and Bush",Company,Finance,Consumer,Spain,Madrid,52905,2022-09-11,17
442,Harris-Bryant,Company,Retail,Corporate,Netherlands,Amsterdam,61654,2024-09-18,3
443,Nguyen Group,Individual,Finance,Consumer,Switzerland,Zurich,46992,2023-09-11,16
444,Gamble-Goodman,Individual,Telecommunications,Consumer,France,Paris,65178,2026-06-04,16
445,May-Lee,Individual,Manufacturing,Consumer,Belgium,Brussels,83965,2023-08-16,13
446,Gates-Knight,Individual,IT,Consumer,Netherlands,Amsterdam,70578,2025-05-03,10
447,Tate-Brown,Individual,Healthcare,Corporate,France,Paris,54015,2023-08-14,14
448,Young Group,Company,Manufacturing,Corporate,Belgium,Brussels,01509,2026-01-14,5
449,Tran PLC,Company,Logistics,Consumer,Italy,Rome,84942,2023-03-18,14
450,Martin-Woods,Company,Education,Small Business,Spain,Madrid,82847,2023-08-31,6
451,Miles-Reed,Company,Logistics,Corporate,Switzerland,Zurich,57801,2025-07-28,16
452,Martinez-Ford,Individual,Manufacturing,Corporate,Spain,Barcelona,15714,2022-12-06,15
453,"Cooper, Davis and Cooper",Individual,Retail,Corporate,Austria,Vienna,49018,2024-03-18,14
454,"Phillips, Martin and Blair",Individual,Retail,Consumer,Germany,Frankfurt,51617,2025-09-14,9
455,Smith and Sons,Individual,Retail,Corporate,Switzerland,Zurich,98415,2023-12-25,2
456,Larson-Morales,Individual,Healthcare,Consumer,Spain,Barcelona,18695,2024-03-20,5
457,"Moran, Stevens and Henderson",Individual,Telecommunications,Small Business,Germany,Munich,05393,2022-12-03,19
458,"Miller, Potts and Jordan",Company,Finance,Small Business,Germany,Hamburg,87558,2025-08-25,10
459,"Riley, Roberts and Mcmillan",Individual,Telecommunications,Consumer,Belgium,Brussels,86118,2024-06-30,6
460,"Zavala, Olson and Washington",Company,Healthcare,Consumer,Germany,Cologne,46893,2025-08-18,2
461,"Kennedy, Fuller and Molina",Individual,Telecommunications,Consumer,Austria,Vienna,41121,2025-10-15,18
462,Mccoy-Gray,Company,Manufacturing,Consumer,Austria,Vienna,21965,2023-09-12,3
463,Lopez-Hubbard,Company,Retail,Corporate,France,Marseille,09238,2025-08-05,19
464,Saunders Inc,Company,Retail,Consumer,Belgium,Brussels,75280,2026-06-15,2
465,"Ryan, Garcia and Morrow",Company,Education,Consumer,Germany,Frankfurt,67530,2024-06-26,10
466,"Jennings, Moore and Moses",Individual,Retail,Small Business,Germany,Munich,27479,2023-04-29,14
467,Young-Martin,Company,IT,Corporate,France,Paris,39141,2024-07-17,3
468,Cabrera-Simmons,Company,Finance,Corporate,France,Paris,52823,2023-06-03,6
469,Smith-Brown,Company,Healthcare,Small Business,Switzerland,Zurich,03101,2024-03-26,1
470,Taylor-Decker,Individual,Healthcare,Corporate,Austria,Vienna,83398,2023-02-20,6
471,Gutierrez-Vaughn,Individual,Telecommunications,Corporate,Germany,Hamburg,96105,2023-03-14,13
472,Garza LLC,Individual,Retail,Corporate,Austria,Vienna,61002,2022-11-24,1
473,Rowe and Sons,Individual,Education,Corporate,France,Lyon,36013,2023-03-04,7
474,"James, Silva and Ramirez",Company,Manufacturing,Small Business,Italy,Milan,15579,2024-06-02,15
475,Robinson PLC,Company,IT,Consumer,Italy,Milan,73748,2022-12-12,19
476,Rich-Mcfarland,Individual,Finance,Consumer,Netherlands,Amsterdam,09589,2024-05-04,14
477,Lewis-Hunt,Company,Healthcare,Small Business,Spain,Barcelona,21292,2026-05-30,18
478,Spears-Miller,Company,Education,Consumer,Spain,Barcelona,65595,2025-12-26,15
479,Young-Miranda,Company,Healthcare,Corporate,Italy,Rome,11100,2026-06-28,3
480,Johnson-Mcclain,Individual,Telecommunications,Consumer,Belgium,Brussels,06304,2023-01-06,9
481,Taylor and Sons,Company,Education,Consumer,Germany,Berlin,25439,2025-05-08,17
482,Buck-Flynn,Company,IT,Corporate,Italy,Milan,08104,2023-04-09,4
483,"Berry, Jimenez and Murphy",Individual,Finance,Corporate,Austria,Vienna,31605,2026-04-17,20
484,"Santiago, Doyle and Wallace",Company,Logistics,Corporate,Netherlands,Amsterdam,76645,2022-09-29,6
485,Sawyer Group,Individual,Healthcare,Consumer,Italy,Milan,55402,2024-09-09,2
486,Barton-Dean,Individual,Logistics,Consumer,Austria,Vienna,92258,2023-02-23,5
487,"Christensen, Tucker and Garrison",Individual,Telecommunications,Small Business,Italy,Rome,99621,2025-07-06,15
488,"Durham, Miller and Crawford",Company,Manufacturing,Corporate,Spain,Madrid,07970,2026-02-08,13
489,Rodriguez-Moreno,Individual,Education,Consumer,Italy,Rome,19961,2024-04-13,20
490,Davis-Daniel,Company,Logistics,Consumer,Germany,Frankfurt,88704,2024-03-03,15
491,"Lin, Long and Rios",Company,Telecommunications,Small Business,Netherlands,Amsterdam,56714,2022-12-02,8
492,Burns PLC,Individual,Healthcare,Consumer,Netherlands,Amsterdam,14800,2026-05-02,4
493,"Mcdaniel, Vega and Sharp",Individual,Healthcare,Consumer,Italy,Rome,32009,2023-04-20,19
494,Campbell Ltd,Company,Retail,Small Business,Switzerland,Zurich,29157,2024-03-05,14
495,Rowe-Brown,Individual,Healthcare,Consumer,Austria,Vienna,91444,2023-03-07,1
496,Howard PLC,Company,IT,Corporate,Italy,Milan,88936,2022-07-30,14
497,Robbins-Knox,Company,Education,Small Business,Spain,Madrid,48391,2026-01-03,20
498,"Middleton, Herrera and Hart",Company,Manufacturing,Corporate,Belgium,Brussels,54762,2025-06-21,7
499,Fuentes-Diaz,Company,Education,Consumer,Austria,Vienna,03128,2025-05-28,11
500,"Rodgers, Garrett and Mcdonald",Company,Telecommunications,Corporate,Netherlands,Amsterdam,43150,2026-05-22,9
501,Pittman-Hancock,Company,Retail,Small Business,Italy,Milan,15291,2022-11-21,19
502,Nelson Group,Company,Education,Corporate,France,Lyon,44177,2026-01-14,5
503,"Hughes, Patel and Hughes",Individual,Finance,Corporate,Italy,Rome,19067,2025-11-22,19
504,Hughes PLC,Individual,Telecommunications,Corporate,Netherlands,Amsterdam,42848,2023-01-30,16
505,"Smith, Wright and Olson",Individual,Logistics,Consumer,Netherlands,Amsterdam,82548,2025-04-08,9
506,Anderson-Dunn,Company,Telecommunications,Consumer,France,Paris,38881,2025-11-16,6
507,"Sullivan, Hill and Smith",Individual,Manufacturing,Consumer,Austria,Vienna,07551,2022-08-28,9
508,Garcia-Evans,Company,Telecommunications,Small Business,Netherlands,Amsterdam,25081,2022-09-07,14
509,Ross LLC,Company,Telecommunications,Corporate,Switzerland,Zurich,38388,2024-05-22,10
510,"Wilcox, Cameron and Green",Company,IT,Consumer,Switzerland,Zurich,11808,2024-02-21,20
511,Gilmore Inc,Company,Logistics,Corporate,Austria,Vienna,26861,2023-01-25,2
512,Mckinney Ltd,Individual,Healthcare,Small Business,Belgium,Brussels,83498,2026-07-03,7
513,"Coleman, Johnson and Gutierrez",Individual,Healthcare,Small Business,Netherlands,Amsterdam,33435,2023-04-15,4
514,Thompson and Sons,Company,Healthcare,Consumer,Netherlands,Amsterdam,28958,2026-02-04,9
515,Evans-Mckenzie,Company,Retail,Consumer,Spain,Madrid,81765,2024-11-10,7
516,"Matthews, Gilbert and Mckinney",Individual,Healthcare,Small Business,Belgium,Brussels,88675,2025-12-27,15
517,Gonzalez LLC,Individual,Finance,Consumer,Italy,Rome,60944,2023-01-20,20
518,Roberts LLC,Company,Finance,Corporate,Belgium,Brussels,46206,2024-03-16,15
519,"Santos, Meyer and Hart",Individual,Telecommunications,Consumer,Netherlands,Amsterdam,13423,2025-01-05,16
520,"Jacobs, Barnes and Boyle",Individual,Education,Consumer,France,Paris,66800,2025-01-23,13
521,Diaz PLC,Company,Logistics,Small Business,Switzerland,Zurich,69772,2024-06-25,19
522,Estes-Cervantes,Individual,Manufacturing,Small Business,Austria,Vienna,07950,2024-12-25,14
523,"Cowan, Graham and Lewis",Individual,Education,Corporate,Austria,Vienna,69732,2024-11-17,3
524,Hamilton Group,Company,Telecommunications,Corporate,Switzerland,Zurich,41567,2023-02-17,5
525,"Barnes, Henderson and Norman",Individual,IT,Corporate,Italy,Rome,44056,2024-04-14,9
526,Thomas-Taylor,Company,Manufacturing,Corporate,Germany,Frankfurt,82718,2026-01-10,18
527,Dennis Inc,Company,Retail,Small Business,Spain,Barcelona,96050,2024-04-21,3
528,Meyer-Lynch,Individual,Finance,Small Business,Austria,Vienna,02053,2024-05-27,6
529,Williams-Gross,Company,Education,Corporate,Spain,Barcelona,68484,2023-05-31,7
530,Brown and Sons,Company,Healthcare,Corporate,France,Paris,05376,2022-11-05,10
531,"Ruiz, Clark and Miller",Company,Education,Consumer,France,Paris,40178,2024-05-17,18
532,Harris-Ayala,Company,Retail,Corporate,Spain,Barcelona,62474,2025-07-17,1
533,Gray-Hernandez,Company,Manufacturing,Small Business,Switzerland,Zurich,69356,2024-11-22,19
534,Jones-Hobbs,Company,Retail,Consumer,Spain,Barcelona,16996,2025-03-07,4
535,Costa-Long,Company,Logistics,Small Business,Switzerland,Zurich,05335,2024-05-22,16
536,Moody Group,Individual,Retail,Small Business,Netherlands,Amsterdam,03217,2023-07-30,12
537,Ross-Zuniga,Company,Education,Corporate,Germany,Frankfurt,51283,2023-05-08,10
538,Henry-Ortiz,Individual,Education,Consumer,Switzerland,Zurich,90485,2026-06-19,6
539,"Rodriguez, Bell and Jones",Company,Healthcare,Small Business,Belgium,Brussels,81755,2026-03-05,16
540,"Cunningham, Neal and Rhodes",Company,IT,Consumer,Italy,Milan,80260,2022-12-04,7
541,Roberson-Lawrence,Individual,Logistics,Corporate,Italy,Rome,13268,2025-11-09,6
542,"Smith, Washington and Torres",Company,Telecommunications,Consumer,Netherlands,Amsterdam,98237,2023-11-28,4
543,Valdez PLC,Company,Logistics,Consumer,Netherlands,Amsterdam,81963,2023-02-04,14
544,Tran-Patterson,Company,IT,Small Business,Austria,Vienna,61709,2024-10-31,17
545,Nelson PLC,Company,Logistics,Consumer,Belgium,Brussels,19364,2026-04-13,6
546,Vaughn-Stone,Company,Telecommunications,Corporate,Spain,Barcelona,70055,2024-02-18,17
547,Ross Group,Individual,IT,Corporate,Germany,Frankfurt,76779,2022-08-27,16
548,Humphrey-Wilson,Individual,IT,Corporate,Spain,Madrid,69869,2026-04-04,2
549,"Ramos, Skinner and Fisher",Company,Finance,Consumer,Spain,Barcelona,03939,2024-10-07,6
550,Gonzalez-Madden,Individual,Retail,Corporate,France,Lyon,83754,2024-03-29,12
551,"Melendez, Young and Mcdaniel",Company,Retail,Corporate,Belgium,Brussels,46158,2024-02-21,7
552,"Ortiz, Kim and Gardner",Individual,Telecommunications,Consumer,Italy,Milan,32951,2024-05-19,19
553,Miles Ltd,Individual,Education,Small Business,Spain,Madrid,55275,2022-12-28,4
554,"Ramirez, Jones and Jensen",Company,Retail,Small Business,Netherlands,Amsterdam,48617,2025-03-13,3
555,"Robertson, Collins and Thomas",Individual,IT,Corporate,Italy,Rome,26921,2024-08-07,10
556,"Price, Hicks and Miller",Individual,Education,Consumer,Austria,Vienna,41188,2026-01-25,19
557,"Martinez, Jones and Hall",Individual,Manufacturing,Corporate,Austria,Vienna,72565,2023-05-19,18
558,Stevens-Thomas,Individual,Retail,Corporate,Switzerland,Zurich,74689,2025-02-03,15
559,Jackson-Goodwin,Company,Manufacturing,Corporate,France,Paris,37097,2026-01-15,20
560,Oliver Ltd,Individual,Healthcare,Small Business,Belgium,Brussels,83394,2025-11-23,4
561,Davis Inc,Company,Manufacturing,Consumer,Netherlands,Amsterdam,12804,2026-07-09,17
562,"Simon, Reeves and Lopez",Company,Retail,Consumer,Spain,Barcelona,18525,2023-05-29,3
563,Miller-Norris,Company,Manufacturing,Corporate,Spain,Barcelona,40814,2026-03-04,19
564,Clark-Manning,Company,Education,Small Business,Belgium,Brussels,87686,2025-02-28,4
565,Gonzalez Ltd,Company,Manufacturing,Small Business,Netherlands,Amsterdam,36952,2023-04-06,9
566,"Dixon, Benjamin and Torres",Company,Finance,Corporate,Italy,Milan,16999,2023-11-29,11
567,Montgomery-Jones,Company,Logistics,Consumer,Belgium,Brussels,88654,2024-06-03,6
568,Johnson-Armstrong,Company,Manufacturing,Consumer,Switzerland,Zurich,97152,2023-07-10,5
569,"Lewis, Fleming and Pittman",Individual,Healthcare,Consumer,Germany,Berlin,77026,2023-04-05,7
570,Jackson-Silva,Individual,Manufacturing,Corporate,Germany,Frankfurt,82496,2023-08-08,12
571,Davis-Archer,Company,Education,Small Business,Spain,Barcelona,61199,2023-06-05,17
572,Johnson Group,Individual,Education,Corporate,Switzerland,Zurich,30461,2025-05-03,4
573,Flynn-Ross,Company,Telecommunications,Corporate,Belgium,Brussels,49204,2024-10-08,20
574,Martinez-Gibson,Company,Finance,Consumer,Austria,Vienna,46736,2026-06-25,16
575,Oneill-Martin,Company,Finance,Consumer,Italy,Rome,94069,2025-03-04,10
576,Young Inc,Individual,Healthcare,Small Business,Spain,Barcelona,92198,2023-02-07,15
577,"Campbell, Huber and Cherry",Company,IT,Corporate,Belgium,Brussels,39311,2024-08-09,6
578,Hubbard-Moore,Individual,Manufacturing,Consumer,Belgium,Brussels,03100,2023-09-29,4
579,Diaz Group,Individual,Manufacturing,Corporate,Netherlands,Amsterdam,88264,2023-01-12,19
580,Carter Group,Individual,Logistics,Small Business,Austria,Vienna,79177,2024-08-10,15
581,Smith and Sons,Individual,Retail,Corporate,Spain,Barcelona,83540,2023-03-31,15
