Order_ID,Customer_ID,Employee_ID,Order_Date,Order_Status,Payment_Method
102602,198,73,2025-06-11,In Progress,Bank Transfer
102603,852,2,2023-11-19,Cancelled,Invoice
102604,160,72,2023-10-17,Completed,Bank Transfer
102605,32,2,2025-12-26,Completed,PayPal
102606,820,55,2025-10-22,Cancelled,PayPal
102607,426,35,2024-05-03,Completed,Invoice
102608,99,73,2026-06-17,Completed,Invoice
102609,23,55,2023-09-27,Completed,Credit Card
102610,675,35,2025-03-15,Completed,Invoice
102611,102,68,2025-11-17,In Progress,Invoice
102612,822,7,2024-03-05,Completed,PayPal
102613,868,35,2023-12-31,Completed,Invoice
102614,703,55,2025-10-16,In Progress,Credit Card
102615,886,68,2023-10-20,In Progress,PayPal
102616,662,7,2026-05-08,Cancelled,PayPal
102617,45,1,2023-11-17,Completed,PayPal
102618,840,35,2025-04-05,Completed,Invoice
102619,366,72,2025-10-24,Completed,Credit Card
102620,189,27,2024-02-21,In Progress,PayPal
102621,900,1,2025-07-01,Completed,Invoice
102622,16,1,2025-07-08,Completed,Bank Transfer
102623,430,7,2026-01-20,Completed,Invoice
102624,363,1,2023-11-12,Completed,Invoice
102625,508,27,2023-08-27,Cancelled,Invoice
102626,483,72,2026-06-22,Cancelled,Credit Card
102627,318,27,2024-05-13,Cancelled,PayPal
102628,816,27,2024-07-04,In Progress,Invoice
102629,640,27,2025-12-11,Completed,Bank Transfer
102630,282,5,2026-06-11,Completed,Invoice
102631,611,73,2025-12-28,In Progress,PayPal
102632,20,1,2026-07-05,In Progress,Bank Transfer
102633,370,55,2026-05-02,In Progress,PayPal
102634,814,1,2024-10-24,In Progress,Bank Transfer
102635,923,73,2024-01-23,In Progress,PayPal
102636,964,1,2026-04-18,Completed,Credit Card
102637,709,68,2023-07-30,Completed,Credit Card
102638,370,2,2023-12-06,Cancelled,Bank Transfer
102639,479,72,2025-04-21,In Progress,Bank Transfer
102640,872,68,2026-06-09,Completed,Invoice
102641,432,35,2024-06-03,Completed,Credit Card
102642,954,68,2024-09-23,Completed,PayPal
102643,158,2,2026-05-09,In Progress,Invoice
102644,901,5,2023-12-11,Completed,Invoice
102645,746,55,2024-05-25,In Progress,Bank Transfer
102646,491,35,2024-02-07,Completed,Bank Transfer
102647,783,7,2024-01-23,Cancelled,Bank Transfer
102648,843,73,2025-10-05,Completed,Invoice
102649,265,27,2025-02-26,Cancelled,Credit Card
102650,423,72,2025-08-31,In Progress,Credit Card
102651,266,35,2025-07-02,Cancelled,PayPal
102652,906,7,2026-02-19,Completed,Bank Transfer
102653,648,2,2023-10-05,Cancelled,PayPal
102654,54,72,2026-04-13,In Progress,Invoice
102655,341,2,2025-05-09,In Progress,Invoice
102656,516,5,2023-12-11,In Progress,Invoice
102657,525,73,2024-07-15,Completed,Bank Transfer
102658,128,73,2025-10-15,Completed,Invoice
102659,438,2,2024-06-15,Cancelled,Credit Card
102660,775,5,2023-10-02,Cancelled,Credit Card
102661,97,7,2024-11-02,In Progress,PayPal
102662,458,1,2024-09-21,Completed,Credit Card
102663,227,72,2023-08-06,Cancelled,PayPal
102664,777,2,2026-04-15,Cancelled,Credit Card
102665,420,73,2024-11-27,Completed,Bank Transfer
102666,278,7,2023-12-03,In Progress,Bank Transfer
102667,548,73,2024-07-10,In Progress,Bank Transfer
102668,220,7,2023-08-09,Cancelled,Invoice
102669,285,2,2026-06-19,Completed,Bank Transfer
102670,772,68,2025-08-05,In Progress,PayPal
102671,757,7,2024-11-17,Completed,Invoice
102672,240,72,2024-06-18,Completed,PayPal
102673,113,27,2025-02-04,Completed,Bank Transfer
102674,796,73,2024-06-24,Completed,Credit Card
102675,125,7,2024-02-12,Completed,Bank Transfer
102676,911,35,2025-08-02,Cancelled,Credit Card
102677,850,72,2023-11-12,Completed,PayPal
102678,985,72,2025-01-17,Completed,Bank Transfer
102679,466,55,2025-12-16,Completed,Credit Card
102680,772,27,2024-12-26,Cancelled,Credit Card
102681,623,2,2024-06-07,Completed,Credit Card
102682,992,27,2025-07-05,Completed,Credit Card
102683,395,2,2023-08-08,Completed,PayPal
102684,824,35,2026-04-04,Completed,Credit Card
102685,385,7,2026-06-19,Completed,Credit Card
102686,628,68,2023-09-20,Cancelled,Credit Card
102687,921,55,2024-03-30,Completed,Bank Transfer
102688,998,7,2023-07-28,In Progress,PayPal
102689,146,35,2024-04-25,Cancelled,PayPal
102690,993,72,2025-05-05,Completed,PayPal
102691,535,1,2023-09-09,Completed,PayPal
102692,360,27,2023-08-08,Completed,Credit Card
102693,882,7,2024-04-17,Completed,Credit Card
102694,883,68,2024-11-24,Completed,Credit Card
102695,798,5,2023-08-05,In Progress,PayPal
102696,239,7,2024-12-14,Completed,Invoice
102697,308,7,2025-08-16,Completed,Bank Transfer
102698,366,1,2024-12-02,Completed,Bank Transfer
102699,4,1,2025-12-12,Completed,Invoice
102700,326,1,2025-03-17,Cancelled,Bank Transfer
102701,418,1,2025-02-06,Completed,PayPal
102702,320,55,2023-12-09,Completed,Credit Card
102703,513,72,2026-03-09,Completed,PayPal
102704,754,5,2025-06-19,Completed,PayPal
102705,536,73,2026-03-24,Completed,Bank Transfer
102706,201,27,2024-02-11,Completed,PayPal
102707,633,35,2024-09-20,Cancelled,PayPal
102708,194,35,2025-04-23,Completed,PayPal
102709,732,5,2025-08-31,In Progress,Bank Transfer
102710,576,72,2025-07-31,Completed,Bank Transfer
102711,457,27,2025-06-16,Completed,PayPal
102712,156,68,2023-12-14,Completed,PayPal
102713,108,2,2025-04-17,Completed,Bank Transfer
102714,823,2,2026-02-14,Completed,Bank Transfer
102715,370,27,2025-08-07,Completed,Invoice
102716,516,2,2024-10-09,Cancelled,Credit Card
102717,522,55,2025-01-18,In Progress,PayPal
102718,799,27,2023-08-06,Completed,Bank Transfer
102719,395,1,2024-04-25,In Progress,Bank Transfer
102720,382,7,2026-05-03,Completed,Bank Transfer
102721,86,1,2025-09-27,Completed,Invoice
102722,635,55,2025-08-03,Completed,PayPal
102723,849,73,2025-01-28,Cancelled,PayPal
102724,658,7,2026-03-12,Completed,PayPal
102725,38,27,2023-09-15,Cancelled,Credit Card
102726,85,7,2025-08-09,Cancelled,PayPal
102727,367,72,2026-05-24,Completed,Invoice
102728,789,35,2024-07-26,In Progress,Credit Card
102729,450,35,2026-04-23,In Progress,PayPal
102730,59,68,2024-01-19,Completed,Credit Card
102731,73,73,2024-04-28,Completed,Bank Transfer
102732,229,55,2025-05-04,Completed,Invoice
102733,505,2,2023-12-23,Cancelled,Invoice
102734,462,5,2024-11-29,Completed,PayPal
102735,657,55,2023-10-14,Completed,Bank Transfer
102736,895,1,2024-01-20,Completed,Invoice
102737,540,68,2023-10-09,In Progress,Credit Card
102738,700,73,2025-06-24,In Progress,Credit Card
102739,73,27,2026-07-13,Completed,Credit Card
102740,360,27,2026-04-11,Completed,Credit Card
102741,377,35,2025-04-22,Completed,Bank Transfer
102742,281,73,2025-02-18,Completed,PayPal
102743,147,27,2025-01-04,Completed,Invoice
102744,211,1,2025-08-20,Completed,Credit Card
102745,1000,55,2025-03-20,Completed,Bank Transfer
102746,651,72,2023-08-06,In Progress,Credit Card
102747,749,68,2024-04-25,Completed,Invoice
102748,151,72,2025-07-18,Completed,Credit Card
102749,169,55,2025-01-21,Cancelled,PayPal
102750,891,7,2024-01-05,Completed,Invoice
102751,113,7,2025-02-10,Completed,Bank Transfer
102752,400,72,2026-04-18,Completed,Bank Transfer
102753,702,35,2025-10-25,Completed,PayPal
102754,908,2,2026-06-23,Completed,Bank Transfer
102755,879,1,2024-10-09,In Progress,Credit Card
102756,758,7,2024-02-26,Cancelled,Bank Transfer
102757,242,35,2024-05-20,Completed,Credit Card
102758,938,2,2025-05-31,Cancelled,Credit Card
102759,169,2,2026-02-17,In Progress,Invoice
102760,781,7,2023-09-19,Completed,PayPal
102761,57,5,2023-09-21,Completed,PayPal
102762,969,27,2024-01-14,Completed,Credit Card
102763,642,1,2025-01-02,Cancelled,PayPal
102764,609,5,2025-05-10,In Progress,PayPal
102765,854,73,2025-02-07,Completed,Invoice
102766,329,35,2025-08-28,Completed,Invoice
102767,681,73,2026-05-28,Completed,Credit Card
102768,347,72,2024-04-25,Completed,Invoice
102769,98,7,2026-05-27,Completed,Bank Transfer
102770,767,35,2024-11-24,Cancelled,PayPal
102771,526,72,2023-10-05,Cancelled,Invoice
102772,529,1,2024-03-25,Completed,Invoice
102773,322,35,2025-11-28,Completed,PayPal
102774,795,68,2024-10-05,In Progress,PayPal
102775,517,5,2023-10-09,Completed,Bank Transfer
102776,377,73,2025-05-07,In Progress,Invoice
102777,660,27,2025-04-22,Completed,PayPal
102778,830,7,2023-12-14,Completed,Bank Transfer
102779,923,35,2026-07-20,Completed,Invoice
102780,373,55,2025-11-10,Completed,PayPal
102781,993,72,2024-01-01,Cancelled,Credit Card
102782,678,27,2024-03-13,Completed,Credit Card
102783,445,27,2025-11-09,Completed,Invoice
102784,655,27,2025-07-26,Completed,Invoice
102785,681,68,2024-05-15,In Progress,PayPal
102786,590,2,2024-02-14,Completed,Credit Card
102787,349,5,2026-05-05,In Progress,Credit Card
102788,583,72,2025-08-05,Completed,Invoice
102789,86,68,2026-06-08,In Progress,Bank Transfer
102790,525,5,2025-02-25,Completed,Bank Transfer
102791,535,68,2025-01-10,Completed,PayPal
102792,435,72,2026-06-12,Completed,PayPal
102793,985,72,2023-08-17,Completed,Invoice
102794,107,2,2024-12-25,Completed,Bank Transfer
102795,683,27,2026-03-05,Cancelled,Invoice
102796,422,35,2024-03-07,Completed,Invoice
102797,207,68,2024-12-07,In Progress,Invoice
102798,567,55,2023-12-06,Completed,Bank Transfer
102799,989,2,2025-08-16,Completed,PayPal
102800,151,7,2025-10-16,Completed,Invoice
102801,430,73,2025-01-25,Completed,PayPal
102802,739,1,2025-11-24,Completed,PayPal
102803,613,73,2026-04-06,Completed,Credit Card
102804,2,1,2025-12-02,Completed,Bank Transfer
102805,61,55,2024-12-09,Completed,Bank Transfer
102806,200,73,2025-04-16,Cancelled,Invoice
102807,82,1,2026-05-29,In Progress,Invoice
102808,219,7,2023-08-28,Cancelled,Bank Transfer
102809,167,7,2025-11-09,Cancelled,Credit Card
102810,491,1,2023-12-08,Completed,PayPal
102811,823,55,2024-01-26,Completed,PayPal
102812,635,73,2025-09-29,In Progress,PayPal
102813,795,55,2024-03-21,Completed,Invoice
102814,181,73,2023-09-12,Cancelled,PayPal
102815,483,55,2023-12-19,Completed,Bank Transfer
102816,945,5,2024-11-07,Completed,Invoice
102817,445,35,2026-02-09,In Progress,Bank Transfer
102818,278,55,2025-02-03,Completed,Bank Transfer
102819,791,55,2024-06-16,Cancelled,PayPal
102820,517,1,2025-01-15,Cancelled,Invoice
102821,565,5,2025-03-28,Completed,Bank Transfer
102822,463,55,2024-03-18,In Progress,Bank Transfer
102823,532,2,2024-03-08,Completed,PayPal
102824,576,1,2025-02-22,Completed,Invoice
102825,986,2,2024-03-14,Completed,Credit Card
102826,256,2,2025-05-03,Cancelled,Invoice
102827,480,72,2026-07-01,Completed,PayPal
102828,692,7,2024-10-12,Cancelled,Credit Card
102829,803,5,2025-04-16,Completed,Invoice
102830,874,2,2025-11-24,Cancelled,Invoice
102831,564,68,2025-12-31,In Progress,Bank Transfer
102832,377,73,2023-12-19,Completed,Invoice
102833,485,7,2024-04-03,In Progress,PayPal
102834,872,27,2026-05-15,Completed,Credit Card
102835,731,55,2024-09-10,In Progress,PayPal
102836,204,7,2025-08-20,Completed,Credit Card
102837,945,2,2025-07-14,Completed,Credit Card
102838,153,73,2025-07-13,Completed,Bank Transfer
102839,929,72,2025-10-28,Cancelled,Invoice
102840,361,55,2025-09-02,In Progress,PayPal
102841,823,73,2024-12-06,In Progress,Credit Card
102842,699,35,2025-04-17,Completed,Bank Transfer
102843,449,35,2025-02-23,Completed,Invoice
102844,898,7,2024-06-07,In Progress,Bank Transfer
102845,284,1,2024-10-05,Completed,Invoice
102846,163,55,2026-05-08,Cancelled,Invoice
102847,991,2,2024-05-14,Completed,PayPal
102848,624,1,2024-05-02,In Progress,Bank Transfer
102849,311,5,2024-03-13,Cancelled,Invoice
102850,407,1,2025-07-01,Completed,Credit Card
102851,327,2,2025-01-27,Cancelled,Credit Card
102852,274,35,2024-09-29,In Progress,Invoice
102853,93,7,2025-08-10,In Progress,PayPal
102854,218,72,2025-09-19,In Progress,Invoice
102855,175,1,2023-12-07,Completed,Invoice
102856,638,68,2023-08-06,Completed,Bank Transfer
102857,614,2,2024-09-21,Completed,Bank Transfer
102858,829,2,2025-06-05,Cancelled,PayPal
102859,334,2,2025-01-25,In Progress,Credit Card
102860,788,55,2023-11-18,In Progress,Invoice
102861,719,55,2024-01-25,Completed,PayPal
102862,973,7,2024-12-06,Completed,PayPal
102863,22,68,2023-10-28,Cancelled,Bank Transfer
102864,973,68,2023-12-05,Cancelled,Invoice
102865,180,27,2024-09-23,In Progress,Bank Transfer
102866,831,73,2024-05-26,Cancelled,Invoice
102867,613,1,2024-07-07,Completed,Invoice
102868,830,68,2025-11-11,Completed,PayPal
102869,126,73,2025-08-03,Cancelled,Bank Transfer
102870,855,5,2023-08-24,Cancelled,Invoice
102871,700,68,2026-02-14,In Progress,PayPal
102872,853,68,2026-05-15,Cancelled,Invoice
102873,639,35,2026-06-02,Completed,PayPal
102874,14,2,2025-09-20,Cancelled,Invoice
102875,901,1,2026-05-01,Completed,Invoice
102876,969,72,2026-04-17,Completed,Credit Card
102877,717,27,2025-11-17,In Progress,Credit Card
102878,92,27,2023-09-30,Completed,Bank Transfer
102879,577,7,2025-09-28,Completed,Credit Card
102880,223,7,2024-08-04,Completed,Bank Transfer
102881,229,35,2024-09-07,Completed,Invoice
102882,14,35,2026-04-19,Completed,PayPal
102883,238,68,2025-02-18,Completed,Bank Transfer
102884,458,1,2025-12-11,Completed,PayPal
102885,756,35,2025-10-27,Completed,Invoice
102886,485,73,2025-05-08,Completed,Bank Transfer
102887,520,35,2026-03-19,In Progress,Bank Transfer
102888,174,55,2024-11-22,Completed,Bank Transfer
102889,85,68,2025-04-17,Completed,Credit Card
102890,892,55,2024-12-23,Cancelled,Invoice
102891,483,68,2023-11-18,Completed,PayPal
102892,402,5,2025-01-10,In Progress,Invoice
102893,814,1,2024-10-16,Completed,Credit Card
102894,678,5,2024-07-12,Completed,Bank Transfer
102895,866,68,2026-04-07,Completed,Credit Card
102896,688,7,2024-09-23,Completed,Invoice
102897,350,73,2025-04-05,Completed,Invoice
102898,556,2,2023-09-04,Completed,Credit Card
102899,813,73,2025-05-28,Cancelled,Credit Card
102900,269,55,2025-06-28,Completed,Invoice
102901,676,55,2026-02-23,Completed,Bank Transfer
102902,575,1,2026-03-18,Completed,Credit Card
102903,245,68,2025-09-08,Completed,Credit Card
102904,190,35,2025-10-24,In Progress,PayPal
102905,628,2,2025-11-13,In Progress,Bank Transfer
102906,883,2,2025-01-23,Completed,Invoice
102907,766,55,2024-12-02,Completed,PayPal
102908,346,27,2024-03-26,Completed,PayPal
102909,664,5,2024-12-19,Completed,Invoice
102910,647,1,2025-08-12,Completed,Credit Card
102911,425,68,2025-03-07,In Progress,PayPal
102912,691,73,2025-03-21,Completed,Credit Card
102913,529,1,2026-02-19,Completed,PayPal
102914,98,55,2025-09-06,Cancelled,Invoice
102915,61,7,2025-09-28,Completed,Invoice
102916,317,2,2026-04-22,Cancelled,Bank Transfer
102917,318,27,2023-08-19,Cancelled,Credit Card
102918,653,35,2025-06-24,Completed,Credit Card
102919,296,72,2025-09-14,Completed,Bank Transfer
102920,453,35,2025-06-30,Cancelled,Credit Card
102921,271,7,2025-06-17,Completed,Bank Transfer
102922,559,27,2023-10-20,Completed,Credit Card
102923,790,68,2025-06-05,In Progress,Credit Card
102924,913,5,2025-12-07,In Progress,Bank Transfer
102925,714,5,2025-12-11,Cancelled,Bank Transfer
102926,751,35,2026-03-09,Completed,PayPal
102927,825,35,2025-12-30,In Progress,Bank Transfer
102928,734,7,2025-08-08,Cancelled,Credit Card
102929,854,5,2026-06-20,Completed,Bank Transfer
102930,922,73,2026-07-15,Completed,PayPal
102931,471,27,2024-10-22,Completed,Credit Card
102932,573,27,2024-06-18,Completed,PayPal
102933,478,27,2024-07-23,Completed,Bank Transfer
102934,700,2,2025-03-19,Completed,Invoice
102935,936,72,2024-08-23,Completed,Credit Card
102936,957,5,2025-10-14,Cancelled,PayPal
102937,665,7,2023-09-28,Completed,PayPal
102938,927,68,2024-10-03,Cancelled,Credit Card
102939,561,72,2026-05-01,Cancelled,Credit Card
102940,762,5,2024-02-21,Completed,Invoice
102941,830,7,2025-07-23,Completed,Bank Transfer
102942,784,72,2026-03-04,Cancelled,Credit Card
102943,311,5,2026-02-06,Cancelled,Invoice
102944,411,35,2024-04-10,Completed,Credit Card
102945,596,73,2024-08-14,Completed,Credit Card
102946,283,73,2024-08-24,Completed,PayPal
102947,629,5,2024-11-29,In Progress,PayPal
102948,201,5,2025-06-21,Cancelled,Invoice
102949,550,55,2025-12-27,Completed,Credit Card
102950,422,27,2025-05-02,Cancelled,PayPal
102951,425,72,2026-01-31,In Progress,Invoice
102952,289,73,2024-12-14,Cancelled,Invoice
102953,545,72,2024-09-28,Completed,Bank Transfer
102954,605,68,2026-06-15,In Progress,Invoice
102955,391,55,2026-04-05,Completed,Invoice
102956,445,7,2023-12-12,Completed,Bank Transfer
102957,982,1,2024-11-13,Cancelled,Bank Transfer
102958,372,27,2025-09-17,Cancelled,Invoice
102959,490,68,2025-02-16,Completed,Bank Transfer
102960,299,35,2026-06-16,In Progress,Bank Transfer
102961,573,68,2023-10-01,Completed,Bank Transfer
102962,960,72,2025-03-29,Completed,Credit Card
102963,395,72,2025-07-21,In Progress,Bank Transfer
102964,543,1,2025-10-13,Completed,Invoice
102965,617,68,2024-09-07,Completed,Invoice
102966,829,27,2025-05-01,Completed,Invoice
102967,954,2,2024-04-14,In Progress,Invoice
102968,973,27,2025-10-07,In Progress,PayPal
102969,794,55,2024-12-20,Completed,PayPal
102970,803,5,2024-10-01,Completed,Credit Card
102971,363,1,2025-01-04,In Progress,PayPal
102972,402,27,2024-04-10,Cancelled,Credit Card
102973,855,72,2024-03-22,Completed,PayPal
102974,768,7,2023-07-26,Cancelled,Bank Transfer
102975,547,73,2024-04-30,Completed,PayPal
102976,357,7,2025-06-19,In Progress,PayPal
102977,402,1,2025-11-18,In Progress,PayPal
102978,349,2,2024-10-20,Completed,Invoice
102979,858,5,2026-03-17,Completed,Invoice
102980,787,2,2024-11-12,Completed,Invoice
102981,460,73,2024-06-10,In Progress,PayPal
102982,43,55,2025-01-08,Completed,PayPal
102983,14,27,2024-12-29,Completed,PayPal
102984,330,27,2024-12-28,Cancelled,Credit Card
102985,58,2,2023-11-10,Completed,Invoice
102986,247,55,2026-01-31,Cancelled,Invoice
102987,536,7,2023-11-23,Cancelled,Credit Card
102988,121,5,2025-10-14,Completed,Invoice
102989,735,73,2026-02-01,In Progress,PayPal
102990,890,2,2024-04-18,Cancelled,PayPal
102991,263,5,2026-04-08,Completed,Bank Transfer
102992,519,35,2024-10-04,Completed,Credit Card
102993,792,55,2025-04-01,Cancelled,Bank Transfer
102994,831,73,2025-08-26,Completed,Invoice
102995,240,7,2024-08-01,Completed,PayPal
102996,828,2,2023-09-14,Completed,PayPal
102997,759,1,2024-04-05,Cancelled,PayPal
102998,772,68,2023-08-22,Completed,Invoice
102999,38,72,2024-02-07,In Progress,Bank Transfer
103000,809,73,2023-08-18,Completed,Credit Card
103001,680,55,2024-02-22,Completed,Bank Transfer
103002,580,55,2024-12-02,Completed,PayPal
103003,810,7,2026-06-18,Completed,Bank Transfer
103004,893,68,2026-03-22,Completed,Invoice
103005,58,5,2026-03-01,Completed,PayPal
103006,454,72,2025-05-13,Completed,Bank Transfer
103007,634,73,2024-11-17,Cancelled,Bank Transfer
103008,927,73,2024-08-30,In Progress,Invoice
103009,386,73,2024-11-04,Cancelled,Invoice
103010,970,2,2026-04-22,Completed,Credit Card
103011,586,27,2025-12-07,Completed,PayPal
103012,678,5,2024-07-22,Completed,Invoice
103013,22,1,2024-03-11,In Progress,Bank Transfer
103014,864,68,2026-03-12,In Progress,Bank Transfer
103015,826,7,2024-02-23,Cancelled,Credit Card
103016,6,35,2023-10-20,Completed,Bank Transfer
103017,452,72,2025-02-09,Completed,Credit Card
103018,168,7,2023-09-21,Completed,Bank Transfer
103019,954,55,2025-10-26,Completed,Invoice
103020,596,55,2026-03-20,Cancelled,Invoice
103021,673,2,2024-05-23,Cancelled,Invoice
103022,130,68,2026-05-29,In Progress,Credit Card
103023,981,7,2024-05-13,Completed,PayPal
103024,806,35,2024-03-21,In Progress,Credit Card
103025,157,5,2024-01-01,Completed,Credit Card
103026,462,27,2025-05-07,Completed,Invoice
103027,513,5,2024-10-11,Completed,PayPal
103028,860,72,2025-05-15,Completed,PayPal
103029,464,7,2023-09-14,Completed,Credit Card
103030,33,5,2023-12-08,In Progress,Credit Card
103031,120,72,2024-09-15,Completed,Invoice
103032,688,1,2026-05-09,Cancelled,Credit Card
103033,830,5,2024-05-08,Completed,Invoice
103034,126,5,2023-10-21,Completed,Credit Card
103035,923,55,2023-07-29,Completed,Credit Card
103036,216,5,2025-09-02,Completed,Credit Card
103037,322,68,2026-05-20,Cancelled,Credit Card
103038,754,68,2025-11-15,Completed,Invoice
103039,173,1,2025-04-27,In Progress,Invoice
103040,801,2,2024-01-10,Cancelled,Credit Card
103041,324,73,2026-06-06,Completed,PayPal
103042,917,5,2024-04-14,Completed,Credit Card
103043,807,35,2025-10-30,Completed,Bank Transfer
103044,490,55,2026-05-29,In Progress,Credit Card
103045,747,68,2026-04-27,Completed,PayPal
103046,724,27,2024-11-05,Completed,Credit Card
103047,29,73,2024-07-11,Cancelled,Bank Transfer
103048,728,5,2025-11-28,Completed,Bank Transfer
103049,835,73,2024-10-12,Completed,Credit Card
103050,285,73,2026-04-08,Completed,Credit Card
103051,379,2,2026-04-26,In Progress,Invoice
103052,378,7,2024-05-11,Cancelled,Bank Transfer
103053,804,2,2024-05-30,Completed,Credit Card
103054,642,2,2024-06-13,In Progress,Invoice
103055,739,55,2023-10-25,Completed,Credit Card
103056,70,2,2024-08-15,Completed,Bank Transfer
103057,576,1,2024-12-11,Completed,Invoice
103058,882,55,2024-12-29,Completed,Invoice
103059,702,35,2026-05-11,In Progress,Invoice
103060,942,73,2024-02-18,In Progress,PayPal
103061,617,27,2023-09-17,In Progress,Invoice
103062,32,5,2024-10-11,In Progress,Credit Card
103063,667,73,2024-04-29,Completed,Bank Transfer
103064,45,73,2026-04-15,Cancelled,Invoice
103065,561,5,2026-03-01,Completed,Invoice
103066,719,55,2025-08-06,Completed,PayPal
103067,620,55,2025-04-29,In Progress,Credit Card
103068,175,35,2024-01-15,Completed,PayPal
103069,991,2,2023-10-06,Completed,Bank Transfer
103070,902,72,2025-07-16,Completed,Invoice
103071,627,73,2024-11-30,Completed,Invoice
103072,282,55,2026-01-25,Cancelled,Bank Transfer
103073,934,27,2025-01-24,Completed,Invoice
103074,67,7,2023-11-24,Completed,Credit Card
103075,639,72,2025-01-08,Cancelled,PayPal
103076,894,1,2023-12-18,Completed,Bank Transfer
103077,465,27,2023-08-27,In Progress,Bank Transfer
103078,776,7,2026-06-28,In Progress,Invoice
103079,542,2,2023-10-10,Completed,Invoice
103080,478,73,2024-10-25,Completed,PayPal
103081,746,35,2025-05-29,Completed,Invoice
103082,899,73,2024-06-12,Completed,Credit Card
103083,178,68,2026-02-16,Completed,Credit Card
103084,600,55,2024-09-11,Completed,PayPal
103085,185,35,2023-09-21,Completed,Credit Card
103086,335,55,2025-07-07,Cancelled,Bank Transfer
103087,389,73,2025-07-23,In Progress,Bank Transfer
103088,441,73,2026-06-14,In Progress,Credit Card
103089,100,35,2025-12-23,In Progress,Bank Transfer
103090,292,55,2024-10-05,In Progress,PayPal
103091,118,35,2024-03-31,Completed,Credit Card
103092,630,55,2024-02-10,Completed,Bank Transfer
103093,831,68,2025-03-09,Completed,Credit Card
103094,555,68,2025-07-11,Completed,PayPal
103095,110,27,2024-09-28,In Progress,Bank Transfer
103096,345,5,2024-02-05,Completed,Invoice
103097,601,2,2024-09-22,Completed,Credit Card
103098,29,72,2023-10-19,Completed,PayPal
103099,160,68,2026-06-17,Completed,PayPal
103100,551,35,2026-03-14,Completed,Bank Transfer
103101,546,27,2023-12-28,Completed,Bank Transfer
103102,821,68,2026-04-23,Cancelled,Bank Transfer
103103,129,68,2026-01-25,Completed,PayPal
103104,495,1,2023-08-08,Completed,Invoice
103105,581,1,2023-11-26,Cancelled,Invoice
103106,786,72,2026-01-04,Completed,PayPal
103107,835,73,2025-08-11,Cancelled,PayPal
103108,787,35,2023-12-09,Completed,Bank Transfer
103109,944,68,2025-02-01,Completed,Invoice
103110,273,7,2026-01-03,Completed,PayPal
103111,143,1,2026-02-01,In Progress,PayPal
103112,334,27,2025-10-13,In Progress,Credit Card
103113,408,73,2025-03-10,Completed,Invoice
103114,1000,35,2024-10-06,Completed,Invoice
103115,803,35,2024-06-10,Completed,Invoice
103116,683,27,2025-09-10,Cancelled,Bank Transfer
103117,947,35,2025-10-09,Cancelled,PayPal
103118,290,1,2023-11-21,Completed,PayPal
103119,788,5,2024-05-05,Completed,PayPal
103120,5,1,2025-02-23,Completed,Bank Transfer
103121,101,72,2025-12-21,Completed,Invoice
103122,562,1,2025-12-10,Completed,Bank Transfer
103123,45,7,2023-12-02,Completed,Invoice
103124,187,1,2024-06-08,Cancelled,Invoice
103125,664,35,2024-03-20,Completed,Invoice
103126,591,55,2025-01-12,In Progress,Bank Transfer
103127,169,1,2026-01-07,In Progress,Invoice
103128,635,35,2024-05-16,Completed,Invoice
103129,29,1,2026-05-14,Completed,Invoice
103130,957,35,2026-07-01,In Progress,Invoice
103131,833,1,2025-03-19,In Progress,Invoice
103132,398,68,2025-01-25,Completed,Credit Card
103133,958,72,2026-05-26,Completed,PayPal
103134,221,1,2024-09-24,Completed,Invoice
103135,276,35,2025-01-28,Cancelled,PayPal
103136,946,68,2026-03-19,Cancelled,Bank Transfer
103137,976,5,2026-02-02,Completed,PayPal
103138,41,7,2024-09-26,Completed,PayPal
103139,558,27,2024-01-25,Completed,PayPal
103140,782,68,2025-08-29,Completed,Invoice
103141,486,2,2025-11-29,Completed,Credit Card
103142,684,7,2024-07-04,Completed,Bank Transfer
103143,691,55,2025-04-29,Completed,PayPal
103144,426,2,2025-04-23,In Progress,Invoice
103145,845,73,2026-06-20,Completed,Invoice
103146,346,73,2024-07-05,Cancelled,Invoice
103147,737,5,2026-04-02,Completed,Bank Transfer
103148,348,73,2026-03-01,Completed,Credit Card
103149,343,5,2026-03-18,Cancelled,Credit Card
103150,639,73,2024-02-14,In Progress,PayPal
103151,130,35,2023-10-10,Completed,Invoice
103152,757,2,2024-02-07,Completed,PayPal
103153,424,7,2024-12-30,Completed,PayPal
103154,311,68,2025-06-26,Completed,Bank Transfer
103155,838,2,2024-08-24,Cancelled,Bank Transfer
103156,31,7,2025-12-04,Completed,PayPal
103157,595,1,2026-03-04,Cancelled,PayPal
103158,991,5,2024-08-26,Completed,Credit Card
103159,430,68,2024-08-06,Completed,Credit Card
103160,62,2,2023-12-19,Cancelled,Invoice
103161,961,5,2025-09-27,Completed,PayPal
103162,652,2,2024-08-04,In Progress,Credit Card
103163,833,73,2023-12-07,In Progress,PayPal
103164,53,1,2024-12-05,Completed,Bank Transfer
103165,115,27,2023-09-21,Cancelled,Credit Card
103166,992,2,2024-03-23,Completed,Bank Transfer
103167,25,5,2025-06-29,In Progress,PayPal
103168,292,55,2025-10-13,Completed,PayPal
103169,247,35,2024-06-13,Completed,Credit Card
103170,131,72,2023-11-06,Completed,PayPal
